identifier,HWRC,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
,hwrc-eng-som-dp3293ln,small vehicle,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-dp3293ln,large vehicle,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-dp3293ln,small trailer,1,,1,0,,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-som-dp3293ln,large trailer,1,,1,0,,,3.0 m,,,small vehicle,11/10/2021
,hwrc-eng-som-dp3293ln,pedestrian,0,,,,,,,,,,1/10/2021
,hwrc-eng-som-hp3690fn,small vehicle,1,,0,0,,2.0 m,,,,,1/10/2021
,hwrc-eng-som-hp3690fn,large vehicle,1,,1,0,,,,,3.5 t,,1/10/2021
,hwrc-eng-som-hp3690fn,small trailer,1,,1,0,,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-som-hp3690fn,large trailer,1,,1,0,,,3.0 m,,,small vehicle,11/10/2021
,hwrc-eng-som-hp3690fn,pedestrian,0,,,,,,,,,,1/10/2021
,hwrc-eng-dst-ap3897hl,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-ap3897hl,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-ap3897hl,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-ap3897hl,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-ap3897hl,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400cy,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400cy,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400cy,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3400cy,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400cy,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3308xk,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3308xk,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3308xk,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3308xk,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3308xk,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400xa,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400xa,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400xa,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3400xa,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400xa,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400ku,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400ku,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400ku,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3400ku,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400ku,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3400fp,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3400fp,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3400fp,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3400fp,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3400fp,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309gw,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309gw,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309gw,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3309gw,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3309gw,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-xp3493fk,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-xp3493fk,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-xp3493fk,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-xp3493fk,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-xp3493fk,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309xh,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309xh,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309xh,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3309xh,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3309xh,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-dst-kb3309fv,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-dst-kb3309fv,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-dst-kb3309fv,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-dst-kb3309fv,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-dst-kb3309fv,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-up3093fy,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-up3093fy,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-bpc-up3093fy,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-bpc-up3093fy,pedestrian,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-bpc-ap3997hu,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-ap3997hu,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-ap3997hu,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-bpc-ap3997hu,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-bpc-ap3997hu,pedestrian,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-bpc-kb3309ha,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-bpc-kb3309ha,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-bpc-kb3309ha,small trailer,1,,0,0,,,1.8 m,1.2 m,,small vehicle,11/10/2021
,hwrc-eng-bpc-kb3309ha,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-bpc-kb3309ha,pedestrian,1,,0,0,,,,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-kp3093ff,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-kp3093ff,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-kp3093ff,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-kp3093ff,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505mn,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505mn,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3505mn,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3505mn,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-bb3330af,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-bb3330af,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-bb3330af,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-bb3330af,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-bb3330af,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506gh,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506gh,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506gh,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506gh,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505xb,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505xb,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3505xb,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3505xb,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-yp3199en,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-yp3199en,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-yp3199en,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-yp3199en,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-yp3199en,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3505uj,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3505uj,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3505uj,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3505uj,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506cx,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506cx,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506cx,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506cx,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506ft,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506ft,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506ft,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506ft,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,small vehicle,1,,0,0,,2.0 m,,,,,4/10/2021
,hwrc-eng-wil-fb3506hf,large vehicle,1,,1,0,,,,,3.5 t,,4/10/2021
,hwrc-eng-wil-fb3506hf,small trailer,1,,0,0,,,1.8 m,,,,11/10/2021
,hwrc-eng-wil-fb3506hf,large trailer,1,,1,0,,,3.0 m,,,,11/10/2021
,hwrc-eng-wil-fb3506hf,pedestrian,,,,,,,,,,,4/10/2021
,hwrc-eng-ham-db3900mh,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3900mh,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3900mh,small trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3900mh,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3900mh,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901kh,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,1.75 m,,,,,8/10/2021
,hwrc-eng-ham-db3901kh,large vehicle,0,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901kh,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901kh,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901kh,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901sa,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901sa,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901sa,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901sa,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901sa,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901ud,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901ud,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901ud,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901ud,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901ud,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901tr,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901tr,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901tr,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901tr,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901tr,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902gk,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902gk,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902gk,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902gk,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902gk,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902xb,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902xb,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902xb,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902xb,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902xb,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3900ua,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3900ua,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3900ua,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3900ua,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3900ua,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3903ft,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3903ft,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3903ft,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3903ft,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3903ft,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901cs,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901cs,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901cs,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901cs,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901cs,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3903hf,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3903hf,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3903hf,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3903hf,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3903hf,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902uj,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902uj,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902uj,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902uj,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902uj,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901gx,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901gx,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901gx,small trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3901gx,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3901gx,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902mn,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902mn,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902mn,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902mn,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902mn,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3900kk,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3900kk,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3900kk,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3900kk,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3900kk,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3903cx,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3903cx,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3903cx,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3903cx,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3903cx,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902ht,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902ht,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902ht,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902ht,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902ht,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902sd,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902sd,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902sd,small trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3902sd,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3902sd,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901fu,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901fu,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901fu,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901fu,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901fu,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902lz,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902lz,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902lz,small trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3902lz,large trailer,0,,,,,,,,,,11/10/2021
,hwrc-eng-ham-db3902lz,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902cm,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902cm,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902cm,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902cm,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902cm,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3003ux,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
